0	11.56244578	0
0.498530631	11.87132231	0
0.917807904	12.12690565	0
1.346668653	12.38404523	0
1.785474154	12.64276252	0
2.23460044	12.90307671	0
2.694439031	13.16500454	0
3.165397714	13.42856012	0
3.64790136	13.69375472	0
4.142392796	13.96059655	0
4.649333719	14.22909056	0
5.169205673	14.49923815	0
5.702511076	14.77103696	0
6.249774319	15.04448049	0
6.811542921	15.3195579	0
7.388388766	15.59625358	0
7.980909408	15.87454687	0
8.589729469	16.15441159	0
9.215502118	16.43581572	0
9.858910651	16.71872089	0
10.52067017	17.00308189	0
11.20152939	17.2888462	0
11.90227253	17.5759534	0
12.62372138	17.86433458	0
13.36673748	18.15391168	0
14.13222448	18.44459679	0
14.92113059	18.73629142	0
15.73445133	19.02888563	0
16.57323237	19.3222572	0
17.43857265	19.61627066	0
18.33162767	19.91077625	0
19.25361309	20.20560878	0
20.20580855	20.50058648	0
21.18956183	20.7955096	0
22.20629332	21.09015906	0
23.25750084	21.38429485	0
24.34476481	21.67765434	0
25.46975395	21.96995047	0
26.63423134	22.26086971	0
27.84006101	22.5500699	0
29.08921514	22.83717787	0
30.38378183	23.12178678	0
31.72597358	23.40345331	0
33.11813647	23.6816945	0
34.56276018	23.95598434	0
36.06248897	24.22574996	0
37.62013363	24.49036754	0
39.23868449	24.74915767	0
40.92132576	25.00138038	0
42.67145119	25.24622952	0
44.49268126	25.48282669	0
46.38888209	25.71021438	0
48.36418622	25.92734848	0
50.42301552	26.1330899	0
52.57010649	26.32619526	0
54.81053815	26.50530659	0
57.14976304	26.66893978	0
59.59364139	26.81547169	0
62.14847925	26.94312578	0
64.82107078	27.04995596	0
67.61874536	27.13382851	0
70.54942024	27.19240171	0
